Sample name	002-w000_S45	002-w046_S23	009-w046_S58	010-w000_p4_S10	012-w000_S56	013-w014_S69	018-w000_S12	029-w000_S67	029-w014_S78	029-w046_S2	035-w000_S24	039-w000_S80	041-w014_S1	042-w000_S16	044-w046_p4_S33	046-w014_S47	048-w046_S13	051-w000_p4_S44	054-w046_S35	073-w046_S34	080-w000_p4_S65	080-w046_p4_S21	083-w000_S27	083-w014_S38	092-w046_p4_S76	099-w014_S4	099-w046_S15	105-w000_S26	108-w000_S46	108-w046_S57	109-w000_S81	109-w046_S5	111-w000_S49	111-w014_S60	113-w000_S37	116-w000_S68	116-w014_S79	116-w046_S3	118-w000_S48	119-w000_S59	119-w046_S70	13-T106-T-DM-CH_S71	138-w014_S14	138-w046_S25	14-T106-T-DM-CII_S28	14-T106-T-DM-III_S17	14-T26-T-DM-CI_S6	14-T26-T-DM-II_S82	14-TM48-T-DM-CII_S50	14-TM48-T-DM-III_S39	145-w000_S36	15-T52-T-DM-CH_S41	16-T106-TTR-CII_p4_S32	16-T26-T-DM-CH_S61	16-TM48-T-DM-CH_S72	18-S0-TTR-CI_p4_S87	22-T106-T-DM-III_S83	22-T52-TTR-III_p4_S11	26-T26-T-DM-IH_S7	26-T52-TTR-CII_p4_S55	28-T26-T-DM-CII_S18	28-T26-T-DM-IIA_S29	28-T52-T-DM-CII_S40	30-S0-TTR-CH_p4_S66	31-S0-TTR-IH_p4_S43	31-T106-T-DM-CII_S9	500_p4H11_S88	500_p4H9_S86	C11-T-DM-CA_S30	C11-T-DM-SIG_S19	C13-T-DM-CA_S52	C14-T-DM-ILI_S63	C14-T-DM-SIG_S74	C15-T-DM-CA_S85	C16-T-DM-SIG_S20	C17-T-DM-CA_S31	C18-T-DM-CA_S64	C18-T-DM-ILI_S42	C18-T-DM-SIG_S53	C2-T-DM-CA_S51	C2-T-DM-SIG_S62	C20-T-DM-CA_S75	C3-TTR-CA_p4_S77	C6-TTR-CA_p4_S54	C7-T-DM-ILI_S84	C7-T-DM-SIG_S73	C9-T-DM-SIG_S8	C9-TTR-CA_p4_S22
Shigella flexneri	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shigella sonnei	20	0	0	0	0	0	0	0	0	0	1	0	2	0	0	66	0	0	0	1	0	0	0	0	19	0	20	0	0	0	0	0	1	5	0	4	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	13	0	3	0	1	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Shimwellia blattae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	2	0	3	0	0	1	0	11	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sideroxydans lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Simiduia agarivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simkania negevensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Singulisphaera acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium fredii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium meliloti	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia heliotrinireducens	2	74	0	0	212	0	0	0	0	0	10	13	307	22	2	715	116	16	0	0	681	0	21	8	27	155	0	2	0	76	0	808	0	1285	2	0	250	33	0	30	304	91	11	218	17	51	5	0	1	138	1	0	570	0	3	1	3404	561	2	1	0	1	0	0	112	1	0	0	0	1	24	45	32	406	131	20	1	116	19	1	1	0	14	73	0	0	19	27
Sodalis glossinidius	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Solibacillus silvestris	7	10	0	0	257	0	0	0	7	8	80	1	8	0	0	2	5	1	2	0	8	0	0	0	62	22	56	0	0	32	15	10	0	2186	0	1	33	5	0	1	0	87	29	231	2	2	113	1	2	21	1	355	146	51	1383	1	61	103	32	27	56	458	16	20	383	97	0	0	0	0	0	352	0	32	0	162	1	373	0	0	1	0	0	7	66	101	5	0
Solitalea canadensis	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	58	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Sorangium cellulosum	18	4	0	0	4	0	1	0	3	1	2	2	7	0	0	5	18	2	0	1	21	1	0	1	18	2	10	0	0	19	1	38	1	101	0	1	69	3	0	4	6	4	4	38	1	12	13	3	1	13	6	1	49	2	12	3	72	12	15	3	0	6	0	12	8	1	1	0	1	0	1	4	3	19	0	7	2	6	2	4	17	0	3	7	6	2	1	2
Sphaerobacter thermophilus	9	1	1	0	1	0	0	0	0	0	0	0	2	0	0	5	3	0	0	0	3	0	0	0	10	0	2	0	0	1	0	3	0	41	0	0	1	0	0	0	0	0	0	9	0	3	5	2	1	3	0	0	9	0	1	0	5	1	0	0	1	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0
Sphaerochaeta coccoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerochaeta pleomorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium sp. 21	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Sphingobium sp. SYK-6	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas sp. MM-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	0	8	5	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	1	0	17	0	0	0	0	0	0	126	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas wittichii	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
Spiribacter curvatus	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	10	1	1	0	0	4	0	15	0	96	0	0	0	0	0	0	2	0	2	6	0	5	6	1	0	6	0	1	12	0	6	0	3	0	0	0	0	0	0	1	4	0	0	0	0	1	4	0	0	3	0	4	0	0	0	0	0	1	1	0	1	0	2	1
Spiribacter salinus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirochaeta thermophila	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spiroplasma apis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spiroplasma diminutum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Spiroplasma taiwanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stackebrandtia nassauensis	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	4	0	1	0	8	0	0	0	1	0	0	1	0	0	5	0	3	1	0	0	1	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	1	0	0	0	0
Stanieria cyanosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus aureus	9	5	6	0	6	0	0	0	2	0	1	0	9	0	0	0	2	2	3	11	3	10	49	0	20	1	0	0	0	47	6	5	11	15	0	0	6	0	3	1	20	0	0	3	0	0	6	6	1	0	0	3	7	0	140	0	11	1	8	1	0	1	0	18	1	5	0	0	0	9	0	47	0	1	3	0	6	19	0	0	0	0	0	8	12	0	0	1
Staphylococcus carnosus	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	1	0	0	0
Staphylococcus epidermidis	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	7	51	26	59	9	0	1	4	0	0	0	218	0	2	1	41	0	0	2	1	0	11	388	0	0	2	0	0	1	1	0	2	1	0	0	1	1	0	9	8	0	1	0	0	0	1	0	0	0	0	0	4	0	3	0	0	167	0	0	20	41	0	0	0	0	0	1	0	0	0
Staphylococcus haemolyticus	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	6	21	0	1	27	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0
Staphylococcus lugdunensis	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus pseudintermedius	2	0	34	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	8	2	0	4	1	0	1	0	0	0	0	11	1	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	3	1	0	0	0	6	6	2	0	0	0	1	0	6	0	0	0	0	4	5	0	0	0	0	0	5	2	0	0	0
Staphylococcus saprophyticus	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0
Starkeya novella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas maltophilia	1	2	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	41	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	128	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0
Stigmatella aurantiaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptobacillus moniliformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Streptococcus agalactiae	35	6	0	0	4	0	0	0	0	0	1	0	25	1	0	0	0	1	0	0	4	0	0	0	39	4	26	0	0	1	1	2	0	660	1	1	67	2	0	3	5	0	0	17	0	1	9	12	0	11	2	8	15	13	149	1	9	5	0	0	1	3	0	4	6	2	0	0	0	2	6	2	1	6	0	28	2	24	0	0	0	0	0	1	0	4	0	1
Streptococcus anginosus	2	1	0	0	6	0	0	0	0	0	0	0	12	2	0	2	10	0	0	1	0	0	0	0	13	0	10	0	0	0	1	1	0	206	0	0	60	2	0	1	1	0	0	90	13	0	257	19	1	3	0	2	12	9	40	4	8	2	34	0	0	0	0	0	198	2	0	0	0	2	2	3	0	4	1	16	2	80	0	1	0	1	0	0	0	1	0	0
Streptococcus constellatus	32	14	0	0	7	0	0	0	0	0	0	0	27	4	0	4	0	0	1	2	4	0	0	0	49	0	22	0	0	0	2	1	0	345	1	0	63	2	0	5	3	1	0	27	3	0	24	19	0	13	0	21	137	9	69	3	43	38	0	0	0	0	0	5	12	0	0	0	0	2	6	3	0	10	1	100	1	29	26	1	0	2	0	0	0	2	0	0
Streptococcus cristatus	6	6	0	0	5	0	0	0	0	0	0	0	5	1	0	0	0	0	1	2	0	0	0	1	17	0	10	0	0	1	0	0	0	114	0	0	34	0	0	1	0	0	0	22	0	0	1	2	0	7	0	12	16	3	24	0	5	5	0	0	0	0	0	4	7	0	0	0	0	1	3	0	0	1	0	2	1	16	0	0	0	2	0	0	0	1	0	0
Streptococcus dysgalactiae	38	11	0	0	2	0	0	0	0	0	0	0	12	1	0	1	0	1	1	2	0	0	0	0	8	1	4	0	0	0	1	0	0	243	0	0	30	1	0	3	2	0	0	8	1	0	4	0	0	5	0	12	6	6	53	0	2	6	0	0	0	0	0	0	6	1	0	0	0	0	2	4	0	3	1	0	8	10	0	0	0	2	0	0	0	1	0	0
Streptococcus equi	88	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	68	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus intermedius	45	0	0	0	0	0	0	0	1	1	0	0	4	0	1	1	1	2	0	0	0	0	0	0	8	0	0	0	0	5	1	0	0	85	0	0	19	0	0	0	1	1	3	2	0	0	223	111	0	2	0	3	17	3	57	0	3	0	1	0	2	4	0	0	3	1	0	0	0	0	2	1	0	2	0	0	0	3	0	0	1	0	0	1	0	3	3	0
Streptococcus mutans	11	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	113	0	0	23	0	0	3	1	0	0	4	1	0	82	16	0	1	0	1	2	0	61	0	4	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Streptococcus parauberis	9	1	0	0	4	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	1	0	0	0	18	1	4	0	0	0	0	0	0	75	0	0	37	4	0	2	1	0	0	7	1	0	10	2	0	8	0	5	6	1	71	0	10	2	0	0	0	0	0	2	6	0	0	0	0	0	5	1	0	1	1	3	0	11	1	0	0	0	0	0	0	2	0	0
Streptococcus pneumoniae	170	10	0	0	3	0	0	0	0	2	3	0	20	12	0	6	5	4	1	9	9	0	0	0	55	1	25	0	0	9	1	7	0	370	2	0	139	6	0	18	4	1	3	39	2	3	21	4	0	19	2	26	36	22	158	1	28	14	7	2	1	1	1	5	9	0	0	0	0	89	6	12	2	58	0	4	7	42	0	1	0	2	1	2	0	4	3	2
Streptococcus pyogenes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	60	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus salivarius	5	189	0	3	3	0	52	0	0	0	147	0	22	0	1	0	2	39	0	0	431	0	0	0	791	5	2	0	0	6	1	172	3	1200	0	0	14469	407	0	969	53	0	14	50	58	28	843	113	6	198	0	880	332	1	24824	0	63	128	2	1	2	1	1	212	0	0	0	0	0	1	62	61	0	2	1	1	1	1	1	0	0	0	1	4	2	501	2	0
Streptococcus sanguinis	8	3	0	0	12	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	65	0	0	10	0	0	0	0	0	0	1	0	0	4	3	1	4	0	2	5	3	17	128	4	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	2	0	148	0	1	0	0	0	0	0	2	0	0
Streptococcus sp. I-P16	2	2	0	0	2	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	58	0	0	27	1	0	0	1	0	0	20	0	0	3	4	0	2	0	0	6	4	19	4	5	1	0	0	0	0	0	2	2	0	0	0	0	0	1	4	0	3	0	2	3	4	0	0	0	0	0	0	0	0	0	0
Streptococcus suis	614	39	5	0	106	11	1	0	12	22	35	8	194	5	10	108	143	47	14	18	310	7	12	9	490	85	82	7	4	310	25	711	11	2969	3	7	728	45	0	69	124	24	59	632	77	208	214	83	18	181	114	100	863	33	618	10	1262	165	185	53	12	60	23	209	165	54	4	4	2	15	18	52	22	217	22	73	62	155	22	18	34	11	33	155	49	22	85	16
Streptococcus thermophilus	385	36	0	0	27	1	2	0	1	160	53	0	77	7	1	13	9	5	2	4	54	0	0	0	187	556	49	0	1	21	178	69	1	1599	1	2	1280	40	0	564	27	2	24	105	13	8	411	253	5	61	1	109	122	21	2529	7	86	35	78	363	3	2	0	34	35	5	1	0	1	8	19	18	2	25	7	29	7	120	1	8	2	114	39	3	4	76	6	1
Streptococcus uberis	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	9	0	1	0	0	0	0	0	0	23	0	0	11	0	0	0	1	0	0	2	2	0	4	0	0	0	0	3	5	1	26	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0
Streptomyces albus	33	2	1	0	7	3	0	2	2	5	5	2	16	1	1	8	13	6	1	1	32	2	4	0	26	6	2	0	1	33	2	45	1	181	1	0	47	4	0	5	6	2	1	43	2	8	14	3	2	9	4	6	75	1	20	1	93	14	16	2	0	1	4	18	11	4	0	0	0	0	1	4	3	23	3	1	4	6	1	0	3	1	1	14	6	1	6	2
Streptomyces bingchenggensis	11	0	0	0	5	1	0	0	0	2	1	0	6	0	0	1	7	2	0	0	9	0	1	0	6	1	1	0	0	7	0	18	0	46	0	0	16	1	0	1	4	0	2	21	2	3	4	1	1	4	2	4	14	2	10	0	31	5	11	0	0	2	1	5	5	0	0	0	1	0	1	3	1	7	0	1	3	4	0	0	0	0	4	3	1	0	0	1
Streptomyces cattleya	486	81	14	2	152	30	4	4	34	25	61	11	179	15	13	171	283	64	21	17	404	15	28	14	525	106	100	11	12	519	21	963	23	3351	11	13	1024	113	2	59	163	33	95	867	110	315	279	82	38	218	121	138	1279	28	523	29	1656	321	259	50	18	81	30	268	214	29	7	1	13	23	35	75	49	260	29	91	70	190	44	16	103	4	46	258	87	23	68	22
Streptomyces venezuelae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Streptosporangium roseum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricella denitrificans	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricurvum kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurimonas autotrophica	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	8	1	0	0	0	2	0	2	0	64	1	0	4	0	0	1	1	0	1	15	0	1	4	0	0	4	1	1	23	0	4	0	6	0	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0
Sulfurospirillum deleyianum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurovum sp. NBC37-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Symbiobacterium thermophilum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	1	1	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
